Ref,Credit_Score,Final_Grade,Term,Net_Advance,APR,Loan_Type,Mosaic,Mosaic_Class,Time_at_Address,Residential_Status,Telephone_Indicator,Number_of_Dependants,Marital_Status,Gender,Time_in_Employment,Employment_Status,Full_Part_Time_Empl_Ind,Perm_Temp_Empl_Ind,Income_Range,Current_Account,ACCESS_Card,VISA_Card,American_Express,Diners_Card,Cheque_Guarantee,Other_Credit_Store_Card,Time_with_Bank,Value_of_Property,Outstanding_Mortgage_Bal,Total_Outstanding_Balances,Bureau Data - Monthly_Other_Co_Repayments,Worst_History_CT,Payment_Method,Age,Total_outstanding_balance__mortg,Total # Public Info. (Court + bankruptcies),Total value Public Info. (Court + bankruptcies),Time since most recent Public Info.  mnths,Total_value__CAIS_8_9s,Worst_status_L6m,Worst_CUrrent_Status,__of_status_3_s_L6m,Searches___Total___L6m,Years_on_ER_for_SP,Bankruptcy_Detected__SP_,Total___outstanding_CCJ_s,Total outstanding balance (excl. mortgages),Total___of_accounts,CIFAS_detected,Time_since_most_recent_outstandi,Insurance_Description,PPI,code,prdt_desc,category,PPI_SINGLE,PPI_JOINT,PPI_LCI
17379,786,E,120,15000,17.9,secured  ,42,7,96,H,Y,2,S,F,24,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,96,"110,000.00",66033,76019,396,4,D,37,68,0,0,99,4,0,0,0,1,0,N,0,100,9,N,99,,0,,,,0,0,0
17380,786,E,48,5000,26.9,UnSecured,31,5,36,T,Y,0,S,F,8,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,185,"120,000.00",0,6355,0,4,D,34,0,0,0,99,0,0,1,0,5,1,N,0,64,6,N,99,Single                    ,1,715,LASU,Single,1,0,0
17384,864,B,36,2500,26.9,UnSecured,18,3,13,H,Y,3,M,F,49,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,192,"210,000.00",0,530,0,5,D,32,0,2,6,14,2,0,2,0,4,1,N,2,6,4,Y,14,LASU                      ,1,750,LASU,Single,1,0,0
17386,1028,X,36,2000,19.9,UnSecured,12,2,282,H,Y,0,M,F,168,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,"181,000.00",80000,2043,16,5,D,52,0,0,0,99,0,1,0,0,2,23,N,0,21,5,N,99,Other                     ,1,768,LIFE & CRITICAL ILLNESS,LCI,0,0,1
17388,798,D,48,2500,30.9,UnSecured,42,7,72,H,Y,2,M,M,252,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,"180,000.00",143370,275988,1424,5,D,41,260,0,0,99,0,2,1,0,9,1,N,0,178,9,N,99,,0,,,,0,0,0
17389,909,A,120,20000,10.9,secured  ,15,3,228,H,Y,1,M,F,60,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,132,"218,000.00",193200,220231,1784,0,D,48,195,2,3,2,70,3,0,1,9,17,N,2,271,7,N,2,JOINT LIFE & CRITICA      ,1,769,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
17391,975,X,60,6000,8.9,UnSecured,57,11,48,H,Y,0,M,F,260,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,312,"60,000.00",0,49767,580,5,D,47,0,0,0,99,40,0,0,0,0,0,N,0,498,4,N,99,Joint                     ,1,716,LASU JOINT,JOINT,0,1,0
17394,999,X,60,10000,9.4,UnSecured,25,4,105,H,Y,0,D,F,1,R,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,262,"116,000.00",0,12855,178,0,D,60,0,0,0,99,0,1,0,0,1,7,N,0,129,8,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
17397,931,A,60,9000,9.4,UnSecured,18,3,60,H,Y,1,M,M,98,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,"240,000.00",190885,199675,1232,4,D,46,192,0,0,99,17,0,0,0,3,4,N,0,88,5,N,99,Joint                     ,1,722,1st Cust - LASCI / 2nd Cust - LASU,Joint,0,1,0
17398,1028,X,36,7000,9.9,UnSecured,60,11,336,H,Y,0,M,M,523,S,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,480,"1,020,000.00",0,34121,809,5,D,64,0,0,0,99,0,0,0,0,0,23,N,0,342,6,N,99,,0,,,,0,0,0
17401,777,E,12,1500,30.9,UnSecured,46,8,84,H,Y,1,M,M,120,M,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,84,"120,000.00",92755,102705,785,5,D,28,94,0,0,99,0,0,0,0,4,2,N,0,100,4,N,99,Single                    ,1,715,LASU,Single,1,0,0
17402,881,A,60,4500,17.9,UnSecured,55,10,204,H,Y,2,S,F,172,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,180,"160,000.00",85000,7108,116,0,D,40,0,0,0,99,0,1,1,0,1,16,N,0,72,5,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
17414,1072,X,36,4000,17.9,UnSecured,21,4,516,H,Y,0,M,F,420,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,438,"350,000.00",20000,10291,167,0,D,65,0,0,0,99,0,1,1,0,1,6,N,0,103,8,N,99,,0,,,,0,0,0
17417,991,X,84,9000,9.9,secured  ,12,2,36,H,Y,2,M,F,243,G,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,TRUE  ,195,"213,000.00",145697,8479,0,4,D,42,0,0,0,99,0,1,1,0,1,2,N,0,85,3,N,99,Joint                     ,1,716,LASU JOINT,JOINT,0,1,0
17421,981,X,60,10500,7.4,UnSecured,60,11,412,H,Y,0,M,F,244,G,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,244,"185,000.00",0,14206,744,0,D,63,0,0,0,99,1,2,0,0,1,0,N,0,143,8,N,99,Life & CI                 ,1,714,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
17422,1036,X,60,1400,18.9,UnSecured,35,6,120,H,Y,0,S,M,63,G,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,"80,000.00",38000,47040,318,5,D,36,48,0,0,99,0,0,0,0,1,9,N,0,10,2,N,99,Single                    ,1,715,LASU,Single,1,0,0
17423,789,D,60,6550,19.9,UnSecured,44,8,89,H,Y,0,W,F,77,P,F,P,3,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,485,"120,000.00",64420,74418,562,0,D,56,65,0,0,99,15,2,0,0,4,7,N,0,109,7,N,99,Single                    ,1,715,LASU,Single,1,0,0
17424,825,C,120,10000,16.4,secured  ,13,2,66,H,Y,2,M,M,136,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,216,"168,000.00",168944,222133,1686,0,D,48,170,0,0,99,0,6,1,4,3,5,N,0,532,9,N,99,,0,,,,0,0,0
17428,797,D,60,4000,32.4,UnSecured,24,4,144,H,Y,1,M,M,66,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,196,"86,000.00",84782,80105,727,4,D,33,79,0,0,99,78,1,1,0,9,4,N,0,24,9,N,99,Single                    ,1,717,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
17431,868,B,60,6000,19.9,UnSecured,9,2,28,T,Y,0,M,F,300,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,72,"120,000.00",0,50320,826,0,D,44,0,0,0,99,0,0,0,0,3,2,N,0,504,9,N,99,,0,,,,0,0,0
17432,1039,X,60,5000,8.9,UnSecured,10,2,96,H,Y,2,M,M,180,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,180,"348,000.00",200832,219264,1289,0,D,40,202,0,0,99,0,0,0,0,2,7,N,0,185,8,N,99,,0,,,,0,0,0
17433,847,B,36,3000,22.9,UnSecured,58,11,324,H,Y,1,M,F,47,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,120,"458,000.00",0,0,0,5,D,51,0,0,0,99,0,0,0,0,0,24,N,0,1,2,N,99,,0,,,,0,0,0
17438,901,A,48,9000,12.9,UnSecured,52,10,68,H,Y,1,S,M,72,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,36,"254,000.00",155585,155585,620,5,D,37,157,0,0,99,0,0,0,0,4,5,N,0,1,3,N,99,,0,,,,0,0,0
17439,904,A,60,5000,22.4,UnSecured,13,2,84,H,Y,1,D,F,72,G,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,"227,000.00",91194,99019,369,5,D,45,93,0,0,99,0,3,3,1,2,8,N,0,79,9,N,99,Other                     ,1,768,LIFE & CRITICAL ILLNESS,LCI,0,0,1
17450,947,X,120,35000,7.9,secured  ,24,4,202,H,Y,0,M,M,237,P,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,285,"82,000.00",39614,33348,0,4,D,42,0,4,91,12,87,1,1,0,5,16,N,4,334,4,N,12,Joint                     ,1,716,LASU JOINT,JOINT,0,1,0
17456,752,F,60,5000,28.9,UnSecured,13,2,94,H,Y,1,S,M,13,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,25,"120,000.00",75114,97455,882,5,D,34,77,0,0,99,0,0,0,0,3,7,N,0,224,8,N,99,,0,,,,0,0,0
17457,889,A,60,3000,22.9,UnSecured,19,3,55,H,Y,0,D,M,66,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,54,"325,000.00",238005,311411,1518,0,D,46,296,0,0,99,0,0,0,0,5,0,N,0,171,9,N,99,Single                    ,1,718,LASCI,Single,1,0,0
17458,910,A,60,5000,22.9,UnSecured,46,8,132,H,Y,0,S,F,219,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,252,"280,000.00",110000,14884,189,5,D,37,0,0,0,99,0,3,3,2,0,10,N,0,149,9,N,99,Other                     ,1,770,LASU,Single,1,0,0
17463,861,B,120,20000,10.4,secured  ,49,9,189,H,Y,0,D,F,186,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,66,"161,000.00",60463,81898,589,4,D,53,62,0,0,99,0,2,1,0,1,15,N,0,215,8,N,99,Single                    ,1,715,LASU,Single,1,0,0
17467,964,X,48,9000,9.9,UnSecured,23,4,88,H,Y,1,M,M,113,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,108,"200,000.00",123021,135525,1151,5,D,50,125,0,0,99,0,1,0,0,1,7,N,0,126,7,N,99,LASCI                     ,1,751,LASCI,Single,1,0,0
17469,678,R,60,3060,7.9,UnSecured,18,3,59,H,Y,0,M,M,104,S,F,P,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,120,"300,000.00",50000,464212,2792,1,D,40,402,0,0,99,0,3,2,2,3,5,N,0,642,9,N,99,,0,,,,0,0,0
17471,811,D,60,3000,26.9,UnSecured,14,2,8,H,Y,0,S,M,149,M,F,P,5,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,140,"135,000.00",91646,125638,887,0,D,32,93,0,0,99,0,0,0,0,3,0,N,0,340,8,N,99,,0,,,,0,0,0
17472,798,D,36,3000,35.9,UnSecured,46,8,132,L,Y,0,S,F,45,P,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,132,"120,000.00",0,294,0,5,D,28,0,1,31,32,55,0,0,0,2,10,N,1,3,3,N,32,Other                     ,1,760,LASCI,Single,1,0,0
17473,884,A,60,5000,19.9,UnSecured,47,8,120,H,Y,1,M,F,30,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,"135,000.00",105000,14137,222,5,D,47,0,1,4,6,3,2,2,0,2,2,N,1,142,9,N,6,Joint                     ,1,716,LASU JOINT,JOINT,0,1,0
17476,858,B,60,5000,19.9,UnSecured,52,10,25,T,Y,0,D,M,43,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,259,"120,000.00",0,73550,500,0,D,43,0,0,0,99,0,0,0,0,1,2,N,0,736,4,N,99,,0,,,,0,0,0
17483,883,A,60,10000,16.4,secured  ,47,8,193,H,Y,0,M,F,5,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,96,"106,000.00",92354,110361,895,5,D,41,94,0,0,99,0,1,1,0,2,16,N,0,181,9,N,99,Joint                     ,1,716,LASU JOINT,JOINT,0,1,0
17485,990,X,48,6000,8.9,UnSecured,42,7,120,T,Y,0,M,M,62,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,216,"120,000.00",0,10059,174,5,D,52,0,0,0,99,0,0,0,0,0,5,N,0,101,9,N,99,Single                    ,1,715,LASU,Single,1,0,0
17486,962,X,36,11650,7.4,UnSecured,9,2,72,H,Y,0,M,M,97,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,97,"220,000.00",0,27485,230,0,D,51,0,0,0,99,0,0,0,0,1,6,N,0,275,5,N,99,,0,,,,0,0,0
17490,929,A,60,5000,21.9,UnSecured,16,3,240,H,Y,0,M,M,168,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,"222,000.00",55000,14269,0,3,D,53,0,0,0,99,15,3,1,1,5,19,N,0,143,9,N,99,Other                     ,1,768,LIFE & CRITICAL ILLNESS,LCI,0,0,1
17493,1060,X,60,7500,7.9,UnSecured,61,11,270,H,Y,1,M,F,70,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,250,"150,000.00",26655,53461,478,0,D,49,28,0,0,99,0,0,0,0,2,22,N,0,269,9,N,99,Joint                     ,1,716,LASU JOINT,JOINT,0,1,0
17498,956,X,120,30000,7.8,secured  ,41,7,94,H,Y,2,M,M,116,P,F,P,5,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,308,"86,000.00",32573,66418,271,0,D,46,34,0,0,99,10,0,0,0,2,7,N,0,339,4,N,99,Single                    ,1,717,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
17500,814,C,120,12000,15.4,secured  ,10,2,30,H,Y,2,M,M,84,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,96,"149,000.00",67748,84792,553,5,D,37,69,0,0,99,0,3,3,1,3,1,N,0,171,9,N,99,,0,,,,0,0,0
17502,793,D,60,15000,16.9,secured  ,42,7,25,H,Y,2,S,F,54,G,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,120,"98,000.00",71565,83424,398,5,D,28,73,0,0,99,0,1,1,0,6,2,N,0,119,9,N,99,,0,,,,0,0,0
17508,840,B,42,3500,24.9,UnSecured,14,2,7,T,Y,0,M,M,91,M,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,84,"120,000.00",0,25356,530,5,D,28,0,0,0,99,0,0,0,0,0,0,N,0,254,5,N,99,,0,,,,0,0,0
17511,938,A,60,10000,8.9,UnSecured,60,11,42,H,Y,1,M,F,21,S,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,FALS,FALSE ,120,"600,000.00",80999,85779,357,0,D,47,82,0,0,99,0,0,0,0,2,1,N,0,48,9,N,99,,0,,,,0,0,0
17515,943,X,60,15000,9.4,UnSecured,22,4,288,H,Y,0,M,F,396,G,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,"140,000.00",42412,63753,945,0,D,52,44,0,0,99,36,0,0,0,1,25,N,0,214,8,N,99,Joint                     ,1,716,LASU JOINT,JOINT,0,1,0
17516,933,A,60,3000,18.9,UnSecured,99,99,28,H,Y,0,M,M,16,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,"300,000.00",235075,320425,2019,5,D,59,322,0,0,99,0,0,0,0,3,1,N,0,0,2,N,99,Single                    ,1,715,LASU,Single,1,0,0
17517,763,E,120,25000,14.9,secured  ,12,2,204,H,Y,0,S,F,66,D,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,204,"220,000.00",56481,29052,135,4,D,50,0,0,0,99,25,0,0,0,4,14,N,0,291,9,N,99,Life & Critical Illn      ,1,748,LIFE & CRITICAL ILLNESS,LCI,0,0,1
17520,855,B,12,1000,29.9,UnSecured,16,3,165,L,Y,0,S,M,49,P,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,60,"120,000.00",0,1297,0,5,D,24,0,0,0,99,0,0,0,0,2,13,N,0,13,3,N,99,,0,,,,0,0,0
17521,815,C,60,3000,27.9,UnSecured,0,1,192,H,Y,0,S,M,204,G,F,P,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,72,"200,000.00",46000,0,0,5,D,40,0,0,0,99,0,0,0,0,1,0,N,0,0,0,N,99,Life & Critical Illn      ,1,748,LIFE & CRITICAL ILLNESS,LCI,0,0,1
17524,747,F,49,3000,44.9,UnSecured,43,7,21,T,Y,2,S,F,69,G,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,"120,000.00",0,2080,20,5,D,36,0,1,93,34,97,1,0,0,1,2,N,1,21,2,N,34,,0,,,,0,0,0
17527,769,E,40,2500,39.4,UnSecured,55,10,71,H,Y,1,M,F,270,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,12,"137,000.00",114940,124255,982,5,D,43,116,1,16,4,178,4,4,6,2,26,N,1,94,3,N,4,,0,,,,0,0,0
17529,930,A,24,1800,21.9,UnSecured,55,10,300,H,Y,1,M,M,408,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,360,"200,000.00",49810,115455,1143,4,D,51,51,0,0,99,0,0,0,0,4,0,N,0,657,9,N,99,,0,,,,0,0,0
17534,868,B,60,6000,19.9,UnSecured,17,3,84,H,Y,0,W,F,340,G,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,108,"120,000.00",18000,108,0,5,D,52,0,1,18,33,5,6,6,5,0,6,N,1,2,2,N,33,Other                     ,1,760,LASCI,Single,1,0,0
17535,975,X,48,5000,8.9,UnSecured,23,4,211,H,Y,1,M,F,170,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,209,"110,000.00",90000,106902,1329,5,D,50,92,2,147,30,52,0,0,0,2,7,N,1,166,8,N,72,Life & CI                 ,1,714,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
17536,991,X,60,7500,8.9,UnSecured,58,11,10,H,Y,1,M,M,130,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,"190,000.00",129289,156868,1930,5,D,55,131,0,0,99,0,0,0,0,2,0,N,0,276,5,N,99,Single                    ,1,715,LASU,Single,1,0,0
17540,960,X,60,5000,7.9,UnSecured,6,1,1,H,Y,1,M,F,250,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,96,"500,000.00",350000,108771,183,0,D,50,99,0,0,99,0,0,0,0,1,0,N,0,117,5,N,99,Single                    ,1,715,LASU,Single,1,0,0
17541,825,C,60,7000,18.9,UnSecured,23,4,20,H,Y,0,S,M,56,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,146,"135,000.00",118969,132812,469,0,D,35,120,0,0,99,0,0,0,0,5,1,N,0,139,6,N,99,,0,,,,0,0,0
17548,880,A,60,6000,17.9,UnSecured,41,7,156,T,N,2,M,F,61,D,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,72,"120,000.00",0,3392,0,0,D,41,0,0,0,99,0,0,0,0,2,8,N,0,34,3,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
17550,873,A,60,3500,19.9,UnSecured,18,3,16,H,Y,3,M,F,201,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,"175,000.00",152128,153355,687,5,D,37,154,0,0,99,3,0,0,0,6,1,N,0,13,5,N,99,,0,,,,0,0,0
17551,881,A,60,10000,14.9,UnSecured,23,4,18,H,N,1,M,M,56,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,60,"160,000.00",125316,132927,962,5,D,42,127,0,0,99,0,0,0,0,3,0,N,0,77,9,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
17553,853,B,120,10000,12.9,secured  ,42,7,16,H,Y,1,S,M,38,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,133,"99,000.00",87095,112716,926,5,D,49,89,0,0,99,2,0,0,0,1,1,N,0,257,9,N,99,Single                    ,1,715,LASU,Single,1,0,0
17558,935,A,60,11000,8.9,UnSecured,52,10,43,H,Y,1,M,M,60,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,76,"127,000.00",93971,109061,543,0,D,34,95,0,0,99,0,0,0,0,4,3,N,0,151,9,N,99,,0,,,,0,0,0
17559,758,F,52,2000,41.9,UnSecured,49,9,36,R,Y,2,M,M,66,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,54,"120,000.00",0,7150,69,1,D,37,0,0,0,99,7,0,0,0,6,3,N,0,72,5,N,99,,0,,,,0,0,0
17562,1006,X,60,15000,7.4,UnSecured,13,2,168,H,Y,1,M,F,180,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,360,"210,000.00",0,40786,598,5,D,58,0,0,0,99,0,0,0,0,2,14,N,0,408,9,N,99,,0,,,,0,0,0
17563,1000,X,60,3000,16.9,UnSecured,10,2,132,H,Y,3,M,M,195,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,195,"214,000.00",99339,10162,53,0,D,41,0,0,0,99,1,0,0,0,1,11,N,0,102,4,N,99,Single                    ,1,715,LASU,Single,1,0,0
17564,871,B,60,5500,17.9,UnSecured,19,3,12,H,Y,1,D,F,42,G,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,246,"237,000.00",29143,53138,453,4,D,39,31,0,0,99,0,0,0,0,9,0,N,0,240,8,N,99,Single                    ,1,715,LASU,Single,1,0,0
17570,860,B,36,5500,25.4,UnSecured,44,8,60,H,Y,2,M,F,90,P,F,P,4,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,264,"79,000.00",45000,59926,502,0,D,27,46,0,0,99,0,4,3,3,4,3,N,0,157,9,N,99,Joint                     ,1,716,LASU JOINT,JOINT,0,1,0
17571,851,B,60,9000,16.2,UnSecured,47,8,48,T,Y,2,M,M,132,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,281,"120,000.00",0,9050,105,0,D,43,0,0,0,99,1,0,0,0,3,2,N,0,91,4,N,99,Other                     ,1,758,LASU,Single,1,0,0
17572,984,X,96,31000,6.9,secured  ,44,8,267,H,Y,0,M,F,69,P,F,P,5,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,288,"83,000.00",26466,75539,1034,0,D,59,28,0,0,99,0,1,1,0,2,21,N,0,491,9,N,99,Single                    ,1,715,LASU,Single,1,0,0
17573,1006,X,60,9000,9.9,UnSecured,43,7,420,H,Y,0,M,F,216,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,480,"100,580.00",0,17267,461,4,D,61,0,0,0,99,33,1,0,0,3,33,N,0,173,7,N,99,,0,,,,0,0,0
17574,839,B,60,5000,14.9,UnSecured,37,6,40,T,Y,0,D,F,73,G,F,P,3,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,243,"120,000.00",0,14064,334,0,D,55,0,0,0,99,0,0,0,0,4,1,N,0,141,4,N,99,,0,,,,0,0,0
17575,810,D,60,1150,27.9,UnSecured,12,2,84,H,Y,1,M,M,108,P,F,P,4,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,"100,000.00",83804,87179,708,5,D,48,85,0,0,99,11,2,2,0,9,0,N,0,37,9,N,99,,0,,,,0,0,0
17581,836,C,60,6000,21.9,UnSecured,60,11,24,H,N,1,S,M,72,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,192,"120,000.00",91641,149725,1781,5,D,31,93,0,0,99,9,3,3,1,5,0,N,0,581,9,N,99,,0,,,,0,0,0
17587,792,D,36,1500,29.9,UnSecured,42,7,86,L,Y,1,S,M,73,P,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,TRUE  ,183,"120,000.00",0,684,0,0,D,28,0,0,0,99,0,2,0,0,0,0,N,0,7,2,N,99,,0,,,,0,0,0
17588,827,C,48,5500,21.9,UnSecured,43,7,146,T,Y,0,S,F,109,P,F,P,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,148,"120,000.00",0,5091,0,0,D,50,0,0,0,99,0,1,1,0,1,6,N,0,51,5,N,99,,0,,,,0,0,0
17589,997,X,60,5000,10.9,UnSecured,10,2,102,H,Y,1,M,F,102,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,306,"210,000.00",61274,67106,903,0,D,45,63,0,0,99,0,0,0,0,1,8,N,0,59,8,N,99,,0,,,,0,0,0
17592,959,X,120,15000,11.9,secured  ,10,2,48,H,Y,2,M,F,180,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,48,"293,000.00",251864,6658,256,5,D,40,0,0,0,99,0,1,1,2,2,3,N,0,67,8,N,99,,0,,,,0,0,0
17593,941,A,60,12000,7.9,UnSecured,24,4,57,H,Y,1,M,M,90,S,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,186,"90,000.00",45000,20450,190,0,D,30,0,0,0,99,0,0,0,0,6,4,N,0,205,9,N,99,,0,,,,0,0,0
17596,776,E,60,3000,38.9,UnSecured,11,2,108,H,Y,2,M,M,2,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,"195,000.00",0,169445,533,5,D,44,158,2,15,23,44,1,1,0,5,1,N,2,131,4,N,23,Other                     ,1,770,LASU,Single,1,0,0
17599,789,D,24,3000,29.9,UnSecured,27,4,38,H,Y,1,M,M,96,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,96,"210,000.00",147064,182000,1445,5,D,46,149,0,0,99,0,1,0,0,6,0,N,0,350,5,N,99,LASU                      ,1,750,LASU,Single,1,0,0
17606,991,X,60,12300,7.4,UnSecured,10,2,81,H,Y,1,M,M,141,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,135,"450,000.00",199000,14770,63,4,D,49,0,0,0,99,150,1,0,0,1,6,N,0,148,9,N,99,Single                    ,1,715,LASU,Single,1,0,0
